Value_timestamp,Unite_timestamp,Value_position_lat,Unite_position_lat,Value_position_long,Unite_position_long,Value_distance,Unite_distance,Value_heart_rate,Unite_heart_rate,Value_speed,Unite_speed,Value_altitude,Unite_altitude,Value_temperature,Unite_temperature
1371867999000,ms,-31.96492586284876,degrees,116.10833127982914,degrees,3.92,m,109,bpm,2.67,m/s,280.79999999999995,m,null,null
1371868002000,ms,-31.96494346484542,degrees,116.1084474530071,degrees,15.08,m,112,bpm,2.879,m/s,281.0,m,null,null
1371868003000,ms,-31.964931897819042,degrees,116.10849221237004,degrees,19.48,m,114,bpm,2.981,m/s,281.20000000000005,m,null,null
1371868006000,ms,-31.964863166213036,degrees,116.10861173830926,degrees,33.16,m,118,bpm,3.464,m/s,281.4,m,null,null
1371868007000,ms,-31.964829303324223,degrees,116.10863386653364,degrees,37.45,m,119,bpm,3.688,m/s,281.79999999999995,m,null,null
1371868009000,ms,-31.964766439050436,degrees,116.1086736805737,degrees,45.53,m,122,bpm,3.971,m/s,281.79999999999995,m,null,null
1371868011000,ms,-31.964699300006032,degrees,116.10871952958405,degrees,54.2,m,126,bpm,4.111,m/s,282.0,m,null,null
1371868014000,ms,-31.96465856395662,degrees,116.1087770294398,degrees,61.41,m,129,bpm,3.901,m/s,282.20000000000005,m,null,null
1371868015000,ms,-31.964662671089172,degrees,116.10881365835667,degrees,64.88,m,130,bpm,3.778,m/s,282.4,m,null,null
1371868018000,ms,-31.96474372409284,degrees,116.10882631503046,degrees,74.52,m,131,bpm,3.383,m/s,282.79999999999995,m,null,null
1371868022000,ms,-31.964829303324223,degrees,116.10890367999673,degrees,87.12,m,134,bpm,3.005,m/s,283.20000000000005,m,null,null
1371868026000,ms,-31.9648908264935,degrees,116.10897115431726,degrees,97.08,m,136,bpm,2.854,m/s,283.6,m,null,null
1371868029000,ms,-31.964926030486822,degrees,116.1090051010251,degrees,102.11,m,138,bpm,2.628,m/s,283.6,m,null,null
1371868031000,ms,-31.964933490380645,degrees,116.10904583707452,degrees,106.47,m,140,bpm,2.427,m/s,283.6,m,null,null
1371868034000,ms,-31.964998869225383,degrees,116.10909185372293,degrees,115.22,m,143,bpm,2.253,m/s,283.6,m,null,null
1371868035000,ms,-31.965020829811692,degrees,116.10912512987852,degrees,119.17,m,144,bpm,2.273,m/s,283.6,m,null,null
1371868038000,ms,-31.96507782675326,degrees,116.10920509323478,degrees,129.2,m,147,bpm,2.539,m/s,283.79999999999995,m,null,null
1371868039000,ms,-31.96510129608214,degrees,116.1092352680862,degrees,133.05,m,148,bpm,2.652,m/s,283.79999999999995,m,null,null
1371868042000,ms,-31.965167177841067,degrees,116.10929159447551,degrees,142.2,m,151,bpm,2.956,m/s,284.0,m,null,null
1371868043000,ms,-31.96518536657095,degrees,116.10932730138302,degrees,146.12,m,152,bpm,3.106,m/s,284.0,m,null,null
1371868045000,ms,-31.965222163125873,degrees,116.10939661972225,degrees,153.83,m,153,bpm,3.412,m/s,284.0,m,null,null
1371868047000,ms,-31.965271197259426,degrees,116.10943526029587,degrees,160.29,m,154,bpm,3.422,m/s,284.20000000000005,m,null,null
1371868048000,ms,-31.965296594426036,degrees,116.10946157947183,degrees,164.05,m,155,bpm,3.385,m/s,284.20000000000005,m,null,null
1371868051000,ms,-31.965338168665767,degrees,116.10952394083142,degrees,171.73,m,156,bpm,3.252,m/s,284.20000000000005,m,null,null
1371868053000,ms,-31.965354597195983,degrees,116.1095978692174,degrees,179.07,m,157,bpm,3.356,m/s,284.20000000000005,m,null,null
1371868057000,ms,-31.965396841987967,degrees,116.1097458936274,degrees,193.87,m,158,bpm,3.314,m/s,284.20000000000005,m,null,null
1371868058000,ms,-31.965422742068768,degrees,116.10976098105311,degrees,196.86,m,158,bpm,3.294,m/s,284.20000000000005,m,null,null
1371868060000,ms,-31.9654209818691,degrees,116.1098254378885,degrees,202.94,m,159,bpm,3.181,m/s,284.4,m,null,null
1371868062000,ms,-31.965428944677114,degrees,116.10988771542907,degrees,208.88,m,159,bpm,3.217,m/s,284.4,m,null,null
1371868066000,ms,-31.965439841151237,degrees,116.11004177480936,degrees,223.54,m,160,bpm,3.313,m/s,284.6,m,null,null
1371868068000,ms,-31.965475883334875,degrees,116.11010648310184,degrees,230.9,m,160,bpm,3.305,m/s,284.79999999999995,m,null,null
1371868070000,ms,-31.965529695153236,degrees,116.11018233932555,degrees,240.14,m,160,bpm,3.472,m/s,285.0,m,null,null
1371868074000,ms,-31.96564075537026,degrees,116.11029683612287,degrees,256.5,m,159,bpm,3.916,m/s,285.79999999999995,m,null,null
1371868078000,ms,-31.965709486976266,degrees,116.11042650416493,degrees,270.97,m,158,bpm,3.956,m/s,286.4,m,null,null
1371868085000,ms,-31.96587050333619,degrees,116.11064485274255,degrees,298.28,m,157,bpm,3.802,m/s,287.6,m,null,null
1371868089000,ms,-31.965949963778257,degrees,116.11076027154922,degrees,312.96,m,157,bpm,3.757,m/s,288.20000000000005,m,null,null
1371868092000,ms,-31.96595063433051,degrees,116.11085842363536,degrees,322.4,m,157,bpm,3.625,m/s,288.79999999999995,m,null,null
1371868094000,ms,-31.965914256870747,degrees,116.11090368591249,degrees,328.42,m,158,bpm,3.429,m/s,289.20000000000005,m,null,null
1371868097000,ms,-31.965875951573253,degrees,116.1108756903559,degrees,333.63,m,158,bpm,2.947,m/s,289.79999999999995,m,null,null
1371868098000,ms,-31.965856002643704,degrees,116.11085993237793,degrees,336.3,m,157,bpm,2.848,m/s,290.0,m,null,null
1371868102000,ms,-31.96576782502234,degrees,116.11083889380097,degrees,346.26,m,156,bpm,2.504,m/s,290.6,m,null,null
1371868107000,ms,-31.965644946321845,degrees,116.11079237423837,degrees,360.72,m,154,bpm,2.445,m/s,291.20000000000005,m,null,null
1371868111000,ms,-31.96554754860699,degrees,116.11068961210549,degrees,375.32,m,153,bpm,2.967,m/s,291.6,m,null,null
1371868116000,ms,-31.96539700962603,degrees,116.11061786301434,degrees,393.61,m,152,bpm,3.38,m/s,291.79999999999995,m,null,null
1371868120000,ms,-31.965305479243398,degrees,116.11067209392786,degrees,406.11,m,153,bpm,3.505,m/s,292.20000000000005,m,null,null
1371868122000,ms,-31.965284692123532,degrees,116.11071827821434,degrees,411.16,m,153,bpm,3.362,m/s,292.4,m,null,null
1371868125000,ms,-31.965306317433715,degrees,116.11077426932752,degrees,417.49,m,151,bpm,2.999,m/s,292.79999999999995,m,null,null
1371868128000,ms,-31.965344958007336,degrees,116.11081282608211,degrees,423.14,m,149,bpm,2.528,m/s,293.20000000000005,m,null,null
1371868130000,ms,-31.96537010371685,degrees,116.11086269840598,degrees,428.62,m,148,bpm,2.36,m/s,293.4,m,null,null
1371868135000,ms,-31.96543707512319,degrees,116.11097132787108,degrees,441.64,m,147,bpm,2.276,m/s,294.0,m,null,null
1371868139000,ms,-31.965527180582285,degrees,116.11103008501232,degrees,453.11,m,146,bpm,2.605,m/s,294.79999999999995,m,null,null
1371868144000,ms,-31.965615525841713,degrees,116.11113519407809,degrees,467.29,m,144,bpm,2.783,m/s,296.0,m,null,null
1371868149000,ms,-31.96568031795323,degrees,116.11127349548042,degrees,482.21,m,145,bpm,2.91,m/s,297.20000000000005,m,null,null
1371868155000,ms,-31.96581090800464,degrees,116.11140693537891,degrees,501.72,m,144,bpm,3.102,m/s,298.6,m,null,null
1371868161000,ms,-31.965989358723164,degrees,116.11151942051947,degrees,524.24,m,141,bpm,3.431,m/s,299.4,m,null,null
1371868165000,ms,-31.966097820550203,degrees,116.11166534945369,degrees,542.49,m,141,bpm,3.888,m/s,300.20000000000005,m,null,null
1371868170000,ms,-31.966210640966892,degrees,116.1117906589061,degrees,559.93,m,141,bpm,3.956,m/s,301.4,m,null,null
1371868176000,ms,-31.966366628184915,degrees,116.11191060394049,degrees,580.67,m,140,bpm,3.602,m/s,302.20000000000005,m,null,null
1371868180000,ms,-31.966450279578567,degrees,116.1120063252747,degrees,593.75,m,137,bpm,3.429,m/s,302.4,m,null,null
1371868186000,ms,-31.96655354462564,degrees,116.11215703189373,degrees,612.32,m,136,bpm,3.118,m/s,302.4,m,null,null
1371868189000,ms,-31.966565530747175,degrees,116.11227303743362,degrees,623.53,m,136,bpm,3.309,m/s,302.4,m,null,null
1371868190000,ms,-31.96657022461295,degrees,116.1123089119792,degrees,626.87,m,136,bpm,3.309,m/s,302.4,m,null,null
1371868193000,ms,-31.966607943177223,degrees,116.11241645179689,degrees,637.77,m,138,bpm,3.368,m/s,302.4,m,null,null
1371868195000,ms,-31.966621773317456,degrees,116.11248191446066,degrees,644.15,m,138,bpm,3.404,m/s,302.6,m,null,null
1371868199000,ms,-31.96664549410343,degrees,116.11262239515781,degrees,657.79,m,141,bpm,3.489,m/s,302.79999999999995,m,null,null
1371868201000,ms,-31.966646583750844,degrees,116.11269850283861,degrees,665.02,m,142,bpm,3.414,m/s,303.0,m,null,null
1371868205000,ms,-31.966661838814616,degrees,116.11283479258418,degrees,678.26,m,144,bpm,3.362,m/s,303.4,m,null,null
1371868207000,ms,-31.96662386879325,degrees,116.11288500018418,degrees,684.76,m,145,bpm,3.356,m/s,303.4,m,null,null
1371868209000,ms,-31.96659411303699,degrees,116.11293252557516,degrees,690.42,m,146,bpm,3.253,m/s,303.6,m,null,null
1371868212000,ms,-31.966622192412615,degrees,116.11300670541823,degrees,697.98,m,148,bpm,3.028,m/s,304.0,m,null,null
1371868213000,ms,-31.96662043221295,degrees,116.11304618418217,degrees,701.71,m,149,bpm,2.992,m/s,304.0,m,null,null
1371868217000,ms,-31.96657793596387,degrees,116.11318683251739,degrees,715.94,m,150,bpm,3.027,m/s,304.4,m,null,null
1371868221000,ms,-31.96652672253549,degrees,116.11331826075912,degrees,730.33,m,150,bpm,3.212,m/s,304.79999999999995,m,null,null
1371868225000,ms,-31.966410130262375,degrees,116.11338573507965,degrees,744.83,m,148,bpm,3.504,m/s,305.4,m,null,null
1371868230000,ms,-31.96634726598859,degrees,116.11354490742087,degrees,762.97,m,144,bpm,3.55,m/s,306.20000000000005,m,null,null
1371868233000,ms,-31.966395042836666,degrees,116.11360584385693,degrees,770.78,m,140,bpm,3.389,m/s,306.4,m,null,null
1371868234000,ms,-31.96640945971012,degrees,116.11361347138882,degrees,772.44,m,139,bpm,3.275,m/s,306.6,m,null,null
1371868236000,ms,-31.966435108333826,degrees,116.11363241448998,degrees,775.76,m,137,bpm,2.971,m/s,306.79999999999995,m,null,null
1371868240000,ms,-31.96649830788374,degrees,116.11367532983422,degrees,784.2,m,135,bpm,2.511,m/s,307.0,m,null,null
1371868243000,ms,-31.96651146747172,degrees,116.11376342363656,degrees,792.84,m,132,bpm,2.226,m/s,307.4,m,null,null
1371868245000,ms,-31.966507947072387,degrees,116.1138285510242,degrees,799.16,m,131,bpm,2.282,m/s,307.4,m,null,null
1371868246000,ms,-31.966501493006945,degrees,116.11387448385358,degrees,803.56,m,130,bpm,2.413,m/s,307.6,m,null,null
1371868250000,ms,-31.96648213081062,degrees,116.11402066424489,degrees,817.68,m,127,bpm,3.014,m/s,307.79999999999995,m,null,null
1371868255000,ms,-31.966405101120472,degrees,116.11418721266091,degrees,836.27,m,125,bpm,3.508,m/s,308.0,m,null,null
1371868258000,ms,-31.966367214918137,degrees,116.1143137793988,degrees,849.23,m,121,bpm,3.742,m/s,308.0,m,null,null
1371868260000,ms,-31.966318348422647,degrees,116.11438787542284,degrees,858.06,m,119,bpm,3.781,m/s,308.0,m,null,null
1371868262000,ms,-31.966256238520145,degrees,116.1144519969821,degrees,867.23,m,119,bpm,3.963,m/s,308.0,m,null,null
1371868263000,ms,-31.966216508299112,degrees,116.11445903778076,degrees,871.6,m,118,bpm,4.057,m/s,308.0,m,null,null
1371868264000,ms,-31.966186249628663,degrees,116.11444219015539,degrees,875.19,m,118,bpm,4.04,m/s,308.0,m,null,null
1371868267000,ms,-31.966099245473742,degrees,116.11432174220681,degrees,889.95,m,124,bpm,4.219,m/s,307.79999999999995,m,null,null
1371868269000,ms,-31.96604685857892,degrees,116.11426231451333,degrees,898.23,m,128,bpm,4.296,m/s,307.79999999999995,m,null,null
1371868271000,ms,-31.96596957743168,degrees,116.11426767893136,degrees,906.78,m,132,bpm,4.283,m/s,307.6,m,null,null
1371868274000,ms,-31.96590025909245,degrees,116.11434294842184,degrees,916.89,m,134,bpm,4.112,m/s,307.6,m,null,null
1371868278000,ms,-31.965835383161902,degrees,116.11447253264487,degrees,931.43,m,135,bpm,3.893,m/s,307.20000000000005,m,null,null
1371868282000,ms,-31.96569649502635,degrees,116.11455266363919,degrees,948.58,m,135,bpm,3.774,m/s,306.79999999999995,m,null,null
1371868284000,ms,-31.965642431750894,degrees,116.11452165059745,degrees,955.76,m,134,bpm,3.747,m/s,306.79999999999995,m,null,null
1371868285000,ms,-31.96561250835657,degrees,116.11447823233902,degrees,961.02,m,133,bpm,3.766,m/s,306.6,m,null,null
1371868288000,ms,-31.965573448687792,degrees,116.11437312327325,degrees,972.24,m,132,bpm,3.928,m/s,306.4,m,null,null
1371868292000,ms,-31.96548149921,degrees,116.11435392871499,degrees,982.65,m,129,bpm,3.594,m/s,306.0,m,null,null
1371868296000,ms,-31.965467501431704,degrees,116.1143412720412,degrees,984.48,m,127,bpm,2.609,m/s,305.4,m,null,null
1371868301000,ms,-31.965461717918515,degrees,116.11432107165456,degrees,985.95,m,124,bpm,0.906,m/s,304.79999999999995,m,null,null
1371868303000,ms,-31.965459119528532,degrees,116.11432157456875,degrees,986.24,m,121,bpm,0.0,m/s,304.4,m,null,null
1371868306000,ms,-31.96546096354723,degrees,116.1143185570836,degrees,986.48,m,118,bpm,0.604,m/s,304.0,m,null,null
1371868309000,ms,-31.965464064851403,degrees,116.11434185877442,degrees,989.4,m,118,bpm,1.004,m/s,303.6,m,null,null
1371868311000,ms,-31.96543221361935,degrees,116.1143774818629,degrees,994.3,m,118,bpm,1.526,m/s,303.4,m,null,null
1371868314000,ms,-31.96536281146109,degrees,116.11445434391499,degrees,1005.06,m,123,bpm,2.025,m/s,303.0,m,null,null
1371868315000,ms,-31.965316040441394,degrees,116.11449013464153,degrees,1011.23,m,124,bpm,2.477,m/s,303.0,m,null,null
1371868319000,ms,-31.96512862108648,degrees,116.11454889178276,degrees,1033.53,m,126,bpm,3.498,m/s,302.4,m,null,null
1371868322000,ms,-31.96495419368148,degrees,116.11451460979879,degrees,1053.36,m,126,bpm,4.666,m/s,302.20000000000005,m,null,null
1371868325000,ms,-31.96482972241938,degrees,116.1144499015063,degrees,1068.63,m,124,bpm,5.533,m/s,302.0,m,null,null
1371868328000,ms,-31.964689576998353,degrees,116.11455484293401,degrees,1086.78,m,125,bpm,5.613,m/s,301.79999999999995,m,null,null
1371868329000,ms,-31.96463576517999,degrees,116.1145851854235,degrees,1093.4,m,125,bpm,5.675,m/s,301.6,m,null,null
1371868331000,ms,-31.964527051895857,degrees,116.11465198919177,degrees,1107.08,m,126,bpm,5.875,m/s,301.6,m,null,null
1371868333000,ms,-31.96444658562541,degrees,116.11472038552165,degrees,1118.2,m,124,bpm,5.934,m/s,301.4,m,null,null
1371868335000,ms,-31.964399898424745,degrees,116.11479816958308,degrees,1127.18,m,120,bpm,5.672,m/s,301.20000000000005,m,null,null
1371868337000,ms,-31.96437483653426,degrees,116.11485365778208,degrees,1133.13,m,117,bpm,5.44,m/s,301.0,m,null,null
1371868341000,ms,-31.964302835986018,degrees,116.11502523534,degrees,1151.25,m,119,bpm,4.946,m/s,300.79999999999995,m,null,null
1371868342000,ms,-31.964288502931595,degrees,116.1150704137981,degrees,1155.8,m,121,bpm,4.782,m/s,300.6,m,null,null
1371868345000,ms,-31.96425497531891,degrees,116.11520016565919,degrees,1168.64,m,125,bpm,4.299,m/s,300.4,m,null,null
1371868347000,ms,-31.96422521956265,degrees,116.11527149565518,degrees,1176.13,m,126,bpm,4.137,m/s,300.20000000000005,m,null,null
1371868350000,ms,-31.964167468249798,degrees,116.11538507044315,degrees,1188.76,m,129,bpm,4.282,m/s,300.0,m,null,null
1371868351000,ms,-31.96415481157601,degrees,116.11542480066419,degrees,1192.76,m,130,bpm,4.259,m/s,300.0,m,null,null
1371868353000,ms,-31.964130755513906,degrees,116.1154967173934,degrees,1200.46,m,132,bpm,4.122,m/s,299.79999999999995,m,null,null
1371868355000,ms,-31.96408934891224,degrees,116.11557198688388,degrees,1209.04,m,135,bpm,4.041,m/s,299.79999999999995,m,null,null
1371868358000,ms,-31.964022293686867,degrees,116.115701822564,degrees,1223.51,m,138,bpm,4.173,m/s,299.6,m,null,null
1371868360000,ms,-31.963967476040125,degrees,116.11576401628554,degrees,1231.98,m,140,bpm,4.242,m/s,299.4,m,null,null
1371868365000,ms,-31.963828839361668,degrees,116.11589427106082,degrees,1251.95,m,143,bpm,4.232,m/s,299.20000000000005,m,null,null
1371868370000,ms,-31.96364711970091,degrees,116.11604732461274,degrees,1276.8,m,144,bpm,4.377,m/s,299.20000000000005,m,null,null
1371868374000,ms,-31.963486606255174,degrees,116.11609174869955,degrees,1295.16,m,145,bpm,4.51,m/s,298.79999999999995,m,null,null
1371868376000,ms,-31.96339851245284,degrees,116.11609568819404,degrees,1305.0,m,145,bpm,4.675,m/s,298.79999999999995,m,null,null
1371868378000,ms,-31.963318716734648,degrees,116.11610893160105,degrees,1314.03,m,145,bpm,4.744,m/s,298.6,m,null,null
1371868380000,ms,-31.96327236481011,degrees,116.11614002846181,degrees,1319.89,m,146,bpm,4.504,m/s,298.6,m,null,null
1371868382000,ms,-31.963210003450513,degrees,116.11620004288852,degrees,1328.95,m,146,bpm,4.356,m/s,298.4,m,null,null
1371868386000,ms,-31.963164657354355,degrees,116.11637153662741,degrees,1346.36,m,145,bpm,4.272,m/s,298.20000000000005,m,null,null
1371868390000,ms,-31.963193407282233,degrees,116.11648452468216,degrees,1358.23,m,146,bpm,3.78,m/s,298.0,m,null,null
1371868391000,ms,-31.963202375918627,degrees,116.11649190075696,degrees,1359.43,m,146,bpm,3.612,m/s,298.0,m,null,null
1371868394000,ms,-31.96323045529425,degrees,116.11651511862874,degrees,1364.58,m,145,bpm,3.079,m/s,297.79999999999995,m,null,null
1371868398000,ms,-31.963328020647168,degrees,116.1165726184845,degrees,1376.9,m,145,bpm,2.568,m/s,297.79999999999995,m,null,null
1371868402000,ms,-31.963391052559018,degrees,116.11661964096129,degrees,1385.83,m,147,bpm,2.253,m/s,297.6,m,null,null
1371868404000,ms,-31.963421059772372,degrees,116.11663690768182,degrees,1389.43,m,148,bpm,2.275,m/s,297.4,m,null,null
1371868406000,ms,-31.963455509394407,degrees,116.1166725307703,degrees,1394.68,m,148,bpm,2.408,m/s,297.4,m,null,null
1371868407000,ms,-31.963475039228797,degrees,116.11667898483574,degrees,1396.88,m,149,bpm,2.417,m/s,297.4,m,null,null
1371868412000,ms,-31.96350990794599,degrees,116.11677780747414,degrees,1409.3,m,150,bpm,2.172,m/s,297.4,m,null,null
1371868417000,ms,-31.963490545749664,degrees,116.11690923571587,degrees,1422.02,m,150,bpm,2.5,m/s,297.20000000000005,m,null,null
1371868419000,ms,-31.963443271815777,degrees,116.11696220934391,degrees,1429.27,m,149,bpm,2.559,m/s,297.20000000000005,m,null,null
1371868420000,ms,-31.96343656629324,degrees,116.11698794178665,degrees,1431.78,m,150,bpm,2.589,m/s,297.20000000000005,m,null,null
1371868424000,ms,-31.963383508846164,degrees,116.1170993372798,degrees,1444.39,m,151,bpm,2.829,m/s,297.20000000000005,m,null,null
1371868425000,ms,-31.963361464440823,degrees,116.11710059456527,degrees,1446.82,m,151,bpm,2.808,m/s,297.4,m,null,null
1371868429000,ms,-31.963276639580727,degrees,116.11721685156226,degrees,1461.68,m,152,bpm,3.043,m/s,297.4,m,null,null
1371868431000,ms,-31.96327580139041,degrees,116.11726588569582,degrees,1466.29,m,150,bpm,3.057,m/s,297.20000000000005,m,null,null
1371868433000,ms,-31.96326264180243,degrees,116.11732464283705,degrees,1472.05,m,148,bpm,2.997,m/s,297.20000000000005,m,null,null
1371868437000,ms,-31.96326121687889,degrees,116.1174447555095,degrees,1483.42,m,145,bpm,2.982,m/s,297.20000000000005,m,null,null
1371868440000,ms,-31.963266748934984,degrees,116.11753670498729,degrees,1492.21,m,143,bpm,2.908,m/s,297.20000000000005,m,null,null
1371868444000,ms,-31.96325828321278,degrees,116.11768154427409,degrees,1506.1,m,140,bpm,3.035,m/s,297.20000000000005,m,null,null
1371868445000,ms,-31.96326264180243,degrees,116.11771113239229,degrees,1508.93,m,139,bpm,3.074,m/s,297.20000000000005,m,null,null
1371868451000,ms,-31.963271610438824,degrees,116.11789553426206,degrees,1526.48,m,137,bpm,3.113,m/s,297.20000000000005,m,null,null
1371868456000,ms,-31.963314358145,degrees,116.11804590560496,degrees,1541.57,m,135,bpm,2.961,m/s,297.20000000000005,m,null,null
1371868461000,ms,-31.96338920854032,degrees,116.11818429082632,degrees,1557.23,m,135,bpm,3.04,m/s,297.20000000000005,m,null,null
1371868468000,ms,-31.96353195235133,degrees,116.1183647532016,degrees,1581.07,m,137,bpm,3.27,m/s,297.4,m,null,null
1371868470000,ms,-31.963572604581714,degrees,116.11838210374117,degrees,1586.18,m,138,bpm,3.222,m/s,297.4,m,null,null
1371868472000,ms,-31.963622979819775,degrees,116.11838662996888,degrees,1591.92,m,138,bpm,3.124,m/s,297.4,m,null,null
1371868476000,ms,-31.96368777193129,degrees,116.1184408608824,degrees,1600.76,m,140,bpm,2.856,m/s,297.6,m,null,null
1371868481000,ms,-31.963742338120937,degrees,116.11853364855051,degrees,1611.65,m,140,bpm,2.32,m/s,298.0,m,null,null
1371868487000,ms,-31.9638289231807,degrees,116.11860120669007,degrees,1624.03,m,141,bpm,1.975,m/s,298.4,m,null,null
1371868493000,ms,-31.96392615325749,degrees,116.11868024803698,degrees,1637.51,m,141,bpm,2.139,m/s,299.20000000000005,m,null,null
1371868495000,ms,-31.963932439684868,degrees,116.11872123554349,degrees,1641.52,m,140,bpm,2.183,m/s,299.6,m,null,null
1371868498000,ms,-31.96394518017769,degrees,116.11880882643163,degrees,1649.93,m,138,bpm,2.449,m/s,299.79999999999995,m,null,null
1371868499000,ms,-31.96395054459572,degrees,116.11884285695851,degrees,1653.2,m,137,bpm,2.393,m/s,300.0,m,null,null
1371868503000,ms,-31.96391056291759,degrees,116.11898182891309,degrees,1667.49,m,137,bpm,2.718,m/s,300.4,m,null,null
1371868508000,ms,-31.963912155479193,degrees,116.11918215639889,degrees,1686.84,m,136,bpm,3.426,m/s,300.79999999999995,m,null,null
1371868512000,ms,-31.963931852951646,degrees,116.11936706118286,degrees,1704.56,m,137,bpm,3.869,m/s,301.4,m,null,null
1371868517000,ms,-31.963881393894553,degrees,116.11955473199487,degrees,1723.59,m,135,bpm,3.998,m/s,302.0,m,null,null
1371868521000,ms,-31.963880555704236,degrees,116.11974424682558,degrees,1741.94,m,134,bpm,4.129,m/s,302.20000000000005,m,null,null
1371868526000,ms,-31.963911904022098,degrees,116.1199465021491,degrees,1761.48,m,134,bpm,4.067,m/s,302.4,m,null,null
1371868531000,ms,-31.963984575122595,degrees,116.12013760954142,degrees,1781.59,m,135,bpm,4.146,m/s,302.4,m,null,null
1371868536000,ms,-31.96408063173294,degrees,116.12026015296578,degrees,1797.47,m,136,bpm,3.574,m/s,302.4,m,null,null
1371868541000,ms,-31.96418129839003,degrees,116.12036358565092,degrees,1812.43,m,135,bpm,3.267,m/s,302.20000000000005,m,null,null
1371868545000,ms,-31.96429026313126,degrees,116.1203957721591,degrees,1825.05,m,133,bpm,3.129,m/s,302.20000000000005,m,null,null
1371868550000,ms,-31.964423703029752,degrees,116.12046182155609,degrees,1841.27,m,132,bpm,3.088,m/s,302.0,m,null,null
1371868554000,ms,-31.96452571079135,degrees,116.12052996642888,degrees,1855.12,m,131,bpm,3.248,m/s,301.79999999999995,m,null,null
1371868555000,ms,-31.964547839015722,degrees,116.12055553123355,degrees,1858.53,m,131,bpm,3.276,m/s,301.6,m,null,null
1371868556000,ms,-31.96457700803876,degrees,116.12056709825993,degrees,1861.85,m,131,bpm,3.289,m/s,301.6,m,null,null
1371868559000,ms,-31.96466057561338,degrees,116.12058620899916,degrees,1871.62,m,132,bpm,3.234,m/s,301.6,m,null,null
1371868563000,ms,-31.964774569496512,degrees,116.12063826061785,degrees,1885.55,m,134,bpm,3.301,m/s,301.4,m,null,null
1371868565000,ms,-31.964827375486493,degrees,116.12067128531635,degrees,1892.17,m,135,bpm,3.269,m/s,301.4,m,null,null
1371868568000,ms,-31.96491228416562,degrees,116.12072325311601,degrees,1902.81,m,138,bpm,3.289,m/s,301.20000000000005,m,null,null
1371868572000,ms,-31.965010855346918,degrees,116.12078201025724,degrees,1915.54,m,140,bpm,3.304,m/s,301.20000000000005,m,null,null
1371868577000,ms,-31.965099116787314,degrees,116.12093875184655,degrees,1933.46,m,141,bpm,3.316,m/s,301.0,m,null,null
1371868581000,ms,-31.965107079595327,degrees,116.1211141012609,degrees,1950.11,m,141,bpm,3.552,m/s,300.79999999999995,m,null,null
1371868585000,ms,-31.965124178677797,degrees,116.1212660651654,degrees,1964.85,m,140,bpm,3.845,m/s,300.4,m,null,null
1371868586000,ms,-31.965147061273456,degrees,116.12128945067525,degrees,1968.12,m,139,bpm,3.813,m/s,300.4,m,null,null
1371868589000,ms,-31.965147564187646,degrees,116.12141392193735,degrees,1980.24,m,138,bpm,3.839,m/s,300.0,m,null,null
1371868591000,ms,-31.965137673541903,degrees,116.12147997133434,degrees,1986.58,m,137,bpm,3.758,m/s,300.0,m,null,null
1371868592000,ms,-31.965098613873124,degrees,116.1214938852936,degrees,1990.64,m,137,bpm,3.698,m/s,299.79999999999995,m,null,null
1371868593000,ms,-31.965072713792324,degrees,116.12149212509394,degrees,1993.28,m,136,bpm,3.59,m/s,299.79999999999995,m,null,null
1371868597000,ms,-31.96497422643006,degrees,116.12147150561213,degrees,2004.4,m,133,bpm,3.159,m/s,299.6,m,null,null
1371868600000,ms,-31.964886048808694,degrees,116.12147234380245,degrees,2014.3,m,129,bpm,3.147,m/s,299.4,m,null,null
1371868602000,ms,-31.964844642207026,degrees,116.1214476171881,degrees,2019.46,m,127,bpm,2.93,m/s,299.4,m,null,null
1371868605000,ms,-31.96477247402072,degrees,116.12140939570963,degrees,2028.24,m,124,bpm,2.88,m/s,299.20000000000005,m,null,null
1371868607000,ms,-31.96472126059234,degrees,116.12137746065855,degrees,2034.68,m,124,bpm,3.005,m/s,299.0,m,null,null
1371868609000,ms,-31.96467373520136,degrees,116.12137016840279,degrees,2040.16,m,124,bpm,2.995,m/s,299.0,m,null,null
1371868611000,ms,-31.964611625298858,degrees,116.1213678214699,degrees,2047.02,m,124,bpm,2.972,m/s,299.0,m,null,null
1371868616000,ms,-31.964453039690852,degrees,116.12132515758276,degrees,2065.3,m,123,bpm,3.259,m/s,298.79999999999995,m,null,null
1371868620000,ms,-31.964349690824747,degrees,116.12127562053502,degrees,2077.68,m,121,bpm,3.276,m/s,298.6,m,null,null
1371868625000,ms,-31.964266458526254,degrees,116.12119716592133,degrees,2089.93,m,119,bpm,3.002,m/s,298.4,m,null,null
1371868630000,ms,-31.96420082822442,degrees,116.12107143737376,degrees,2104.08,m,122,bpm,2.726,m/s,298.4,m,null,null
1371868632000,ms,-31.964155985042453,degrees,116.12103053368628,degrees,2110.48,m,123,bpm,2.745,m/s,298.20000000000005,m,null,null
1371868634000,ms,-31.964122038334608,degrees,116.12098761834204,degrees,2116.03,m,124,bpm,2.74,m/s,298.20000000000005,m,null,null
1371868636000,ms,-31.96409923955798,degrees,116.12093405798078,degrees,2121.67,m,125,bpm,2.762,m/s,298.20000000000005,m,null,null
